customerID,gender,SeniorCitizen,Partner,Dependents,zip,Country
"0060-FUALY","Female","No","Yes","No","10025","US"
"0064-SUDOG","Female","No","Yes","Yes","91710","US"
"0064-YIJGF","Male","No","Yes","Yes","30043","US"
"0067-DKWBL","Male","Yes","No","No","78660","US"
"0068-FIGTF","Female","No","No","No","92683","US"
"0071-NDAFP","Male","No","Yes","Yes","11207","US"
"0074-HDKDG","Male","No","Yes","Yes","78521","US"
"0076-LVEPS","Male","No","No","Yes","77433","US"
"0078-XZMHT","Male","No","Yes","No","77584","US"
"0080-EMYVY","Female","No","No","No","92804","US"
"0080-OROZO","Female","No","No","No","60632","US"
"0082-LDZUE","Male","No","No","No","10314","US"
"0082-OQIQY","Male","No","No","No","11219","US"
"0083-PIVIK","Male","No","No","No","75217","US"
"0089-IIQKO","Female","No","Yes","Yes","30044","US"
"0093-EXYQL","Female","Yes","No","No","92154","US"
"0093-XWZFY","Male","No","No","No","77429","US"
"0094-OIFMO","Female","Yes","No","No","11206","US"
"0096-BXERS","Female","No","Yes","No","92704","US"
"0096-FCPUF","Male","No","No","No","60639","US"
"0098-BOWSO","Male","No","No","No","77573","US"
"0100-DUVFC","Male","Yes","Yes","No","60647","US"
"0103-CSITQ","Female","No","Yes","No","29483","US"
"0104-PPXDV","Male","No","Yes","No","95076","US"
"0106-GHRQR","Male","No","No","No","93307","US"
"0106-UGRDO","Female","No","Yes","No","11230","US"
"0107-WESLM","Male","No","No","No","92376","US"
"0107-YHINA","Male","No","No","Yes","10458","US"
"0111-KLBQG","Male","Yes","Yes","Yes","91744","US"
"0112-QAWRZ","Male","No","Yes","Yes","92592","US"
"0112-QWPNC","Male","No","Yes","No","94112","US"
"0114-IGABW","Female","No","Yes","No","93033","US"
"0114-PEGZZ","Female","No","No","No","93722","US"
"0114-RSRRW","Female","No","Yes","No","93727","US"
"0115-TFERT","Male","No","Yes","No","79938","US"
"0117-LFRMW","Male","No","Yes","Yes","91911","US"
"0118-JPNOY","Female","Yes","No","No","11377","US"
"0121-SNYRK","Male","No","No","No","60617","US"
"0122-OAHPZ","Female","No","No","No","11221","US"
"0123-CRBRT","Female","No","Yes","Yes","11229","US"
"0125-LZQXK","Male","No","No","No","78666","US"
"0128-MKWSG","Female","No","No","Yes","92126","US"
"0129-KPTWJ","Male","No","Yes","No","60804","US"
"0129-QMPDR","Male","No","Yes","Yes","22193","US"
"0130-SXOUN","Male","No","No","No","92345","US"
"0133-BMFZO","Female","No","No","No","78613","US"
"0134-XWXCE","Female","Yes","No","No","91335","US"
"0135-NMXAP","Female","No","No","No","66062","US"
"0136-IFMYD","Male","Yes","Yes","No","10453","US"
"0137-OCGAB","Female","No","No","No","11223","US"
"0137-UDEUO","Female","No","No","No","92509","US"
"0139-IVFJG","Female","No","Yes","No","77379","US"
"0141-YEAYS","Female","Yes","No","No","60623","US"
"0142-GVYSN","Male","No","No","No","11355","US"
"0147-ESWWR","Female","Yes","Yes","No","91709","US"
"0148-DCDOS","Male","No","No","No","78572","US"
"0151-ONTOV","Female","No","No","No","60608","US"
"0156-FVPTA","Male","No","Yes","No","27610","US"
"0164-APGRB","Female","No","No","No","99301","US"
"0164-XAIRP","Female","No","No","No","94544","US"
"0168-XZKBB","Female","No","Yes","No","95035","US"
"0174-QRVVY","Male","No","Yes","Yes","60625","US"
"0177-PXBAT","Male","Yes","Yes","No","95823","US"
"0178-CIIKR","Female","No","No","No","11233","US"
"0178-SZBHO","Male","No","Yes","Yes","30024","US"
"0181-RITDD","Male","No","Yes","Yes","10468","US"
"0186-CAERR","Male","No","No","No","11235","US"
"0187-QSXOE","Male","Yes","Yes","No","77083","US"
"0187-WZNAB","Female","No","Yes","Yes","87121","US"
"0188-GWFLE","Male","No","No","No","79912","US"
"0191-EQUUH","Female","No","No","Yes","95630","US"
"0191-ZHSKZ","Male","Yes","No","No","78577","US"
"0193-ESZXP","Female","Yes","Yes","No","37042","US"
"0195-IESCP","Male","No","Yes","No","75211","US"
"0196-JTUQI","Female","No","No","No","93550","US"
"0196-VULGZ","Female","Yes","Yes","No","76244","US"
"0197-PNKNK","Female","No","Yes","Yes","78130","US"
"0201-MIBOL","Female","Yes","No","No","78542","US"
"0201-OAMXR","Female","No","No","No","28269","US"
"0203-HHYIJ","Male","No","No","No","90706","US"
"0206-OYVOC","Female","No","Yes","Yes","91706","US"
"0206-TBWLC","Female","No","Yes","No","10029","US"
"0207-MDKNV","Female","No","No","No","93257","US"
"0208-BPQEJ","Female","No","Yes","Yes","78245","US"
"0212-ISBBF","Female","No","No","No","33024","US"
"0214-JHPFW","Female","No","Yes","No","23464","US"
"0215-BQKGS","Male","No","No","No","11204","US"
"0218-QNVAS","Male","No","Yes","Yes","92553","US"
"0219-QAERP","Male","No","Yes","No","11203","US"
"0219-YTZUE","Male","No","Yes","Yes","33311","US"
"0220-EBGCE","Male","No","No","No","37211","US"
"0221-NAUXK","Male","No","No","Yes","94533","US"
"0221-WMXNQ","Male","Yes","No","No","10462","US"
"0222-CNVPT","Male","Yes","No","No","11212","US"
"0224-HJAPT","Male","No","No","No","75035","US"
"0224-NIJLP","Male","No","Yes","Yes","10452","US"
"0224-RLWWD","Female","Yes","No","No","63376","US"
"0225-ZORZP","Male","No","No","No","60634","US"
"0228-MAUWC","Male","No","No","No","10466","US"
"0229-LFJAF","Male","No","No","No","90255","US"
"0230-UBYPQ","Male","Yes","Yes","No","91910","US"
"0230-WEQUW","Male","No","Yes","No","94536","US"
"0231-LXVAP","Male","No","No","No","10457","US"
"0233-FTHAV","Female","No","No","No","60505","US"
"0234-TEVTT","Female","No","Yes","Yes","94587","US"
"0235-KGSLC","Female","No","No","No","30349","US"
"0236-HFWSV","Male","No","No","No","10002","US"
"0237-YFUTL","Female","No","Yes","No","92805","US"
"0238-WHBIQ","Male","No","Yes","Yes","77036","US"
"0239-OXEXL","Female","No","No","No","93535","US"
"0244-LGNFY","Female","No","Yes","Yes","80013","US"
"0247-SLUJI","Male","No","Yes","Yes","97006","US"
"0248-IPDFW","Female","No","No","No","19120","US"
"0248-PGHBZ","Female","Yes","No","No","93274","US"
"0253-ZTEOB","Female","No","Yes","Yes","89108","US"
"0254-FNMCI","Female","No","No","No","75228","US"
"0254-KCJGT","Male","No","Yes","No","33023","US"
"0254-WWRKD","Female","No","Yes","Yes","33012","US"
"0256-LTHVJ","Female","No","Yes","Yes","90003","US"
"0257-KXZGU","Female","No","Yes","Yes","77450","US"
"0257-ZESQC","Female","Yes","Yes","No","92105","US"
"0258-NOKBL","Male","No","No","No","33025","US"
"0259-GBZSH","Male","No","No","No","92882","US"
"0260-ZDLGK","Female","No","No","Yes","76063","US"
"0263-FJTQO","Male","No","Yes","Yes","11375","US"
"0264-CNITK","Female","No","Yes","Yes","30040","US"
"0265-EDXBD","Male","Yes","Yes","No","77459","US"
"0265-PSUAE","Female","No","Yes","Yes","33411","US"
"0266-CLZKZ","Female","No","Yes","Yes","11218","US"
"0266-GMEAO","Male","No","Yes","Yes","91730","US"
"0268-QKIWO","Female","No","No","No","10469","US"
"0269-XFESX","Male","No","Yes","Yes","94110","US"
"0270-THENM","Male","No","Yes","Yes","91766","US"
"0274-JKUJR","Male","No","Yes","Yes","97007","US"
"0277-BKSQP","Male","No","Yes","Yes","93306","US"
"0277-ORXQS","Male","No","Yes","Yes","28277","US"
"0278-YXOOG","Male","No","No","No","78641","US"
"0280-XJGEX","Male","No","No","No","91402","US"
"0281-CNTZX","Male","No","Yes","No","60614","US"
"0282-NVSJS","Female","Yes","Yes","Yes","93065","US"
"0285-INHLN","Male","No","Yes","Yes","89110","US"
"0289-IVARM","Female","No","No","No","84095","US"
"0292-WEGCH","Female","No","Yes","Yes","84118","US"
"0295-PPHDO","Male","No","No","No","75002","US"
"0295-QVKPB","Male","No","No","No","45011","US"
"0297-RBCSG","Male","No","No","No","10463","US"
"0298-XACET","Male","No","Yes","Yes","22191","US"
"0301-FIDRB","Female","No","Yes","Yes","33647","US"
"0301-KOBTQ","Male","No","No","No","78046","US"
"0302-JOIVN","Female","No","Yes","No","60657","US"
"0303-UNCIP","Male","No","No","No","20906","US"
"0303-WMMRN","Male","No","No","No","34953","US"
"0305-SQECB","Female","No","No","Yes","60085","US"
"0306-JAELE","Male","No","No","No","77095","US"
"0307-BCOPK","Female","No","No","No","80219","US"
"0308-GIQJT","Male","Yes","No","No","90262","US"
"0308-IVGOK","Female","No","No","No","76028","US"
"0310-MVLET","Female","No","Yes","Yes","73099","US"
"0310-SUCIN","Female","No","Yes","No","19124","US"
"0310-VQXAM","Male","No","No","No","30127","US"
"0311-QYWSS","Female","No","No","No","98052","US"
"0311-UNPFF","Female","No","No","No","93536","US"
"0314-TKOSI","Female","No","No","No","92021","US"
"0315-LVCRK","Male","No","No","No","07055","US"
"0318-QUUOB","Male","No","Yes","No","34787","US"
"0318-ZOPWS","Female","No","Yes","No","06902","US"
"0319-QZTCO","Female","No","Yes","Yes","60641","US"
"0320-DWVTU","Female","No","No","No","11215","US"
"0320-JDNQG","Male","No","Yes","Yes","20011","US"
"0322-CHQRU","Male","No","No","No","92880","US"
"0322-YINQP","Male","No","No","No","97701","US"
"0323-XWWTN","Male","No","No","Yes","32828","US"
"0324-BRPCJ","Female","Yes","Yes","No","80015","US"
"0325-XBFAC","Male","No","No","No","92563","US"
"0326-VDYXE","Female","No","Yes","No","97229","US"
"0327-WFZSY","Male","No","Yes","Yes","60640","US"
"0328-GRPMV","Female","No","No","No","80134","US"
"0329-GTIAJ","Female","No","No","No","30041","US"
"0330-BGYZE","Male","No","Yes","No","92703","US"
"0330-IVZHA","Female","No","Yes","No","90631","US"
"0334-GDDSO","Male","Yes","No","No","95687","US"
"0334-ZFJSR","Female","No","Yes","No","30022","US"
"0336-KXKFK","Male","No","No","No","90026","US"
"0336-PIKEI","Male","Yes","Yes","No","92114","US"
"0337-CNPZE","Female","No","No","No","87114","US"
"0343-QLUZP","Male","No","No","No","95123","US"
"0345-HKJVM","Female","No","No","No","28027","US"
"0345-XMMUG","Female","No","Yes","No","30096","US"
"0347-UBKUZ","Female","No","No","No","33186","US"
"0348-SDKOL","Female","No","Yes","No","30052","US"
"0354-VXMJC","Male","No","Yes","Yes","92407","US"
"0354-WYROK","Female","Yes","Yes","Yes","11691","US"
"0356-ERHVT","Male","No","Yes","No","27587","US"
"0356-OBMAC","Female","Yes","No","No","30281","US"
"0357-NVCRI","Female","No","No","Yes","11706","US"
"0361-HJRDX","Female","No","No","No","21234","US"
"0362-RAOQO","Female","No","No","No","94558","US"
"0362-ZBZWJ","Male","No","No","No","75243","US"
"0363-QJVFX","Male","No","No","No","07087","US"
"0363-SVHYR","Male","No","Yes","Yes","75067","US"
"0365-BZUWY","Male","No","Yes","No","94509","US"
"0365-GXEZS","Male","No","Yes","No","19111","US"
"0365-TRTPY","Female","No","No","No","48197","US"
"0366-NQSHS","Male","No","No","No","10472","US"
"0369-ZGOVK","Female","No","Yes","Yes","11746","US"
"0373-AIVNJ","Male","No","No","No","11209","US"
"0374-AACSZ","Female","No","No","No","20002","US"
"0374-FIUCA","Male","No","Yes","No","89031","US"
"0374-IOEGQ","Female","No","No","No","60620","US"
"0375-HVGXO","Female","No","No","No","30135","US"
"0376-OIWME","Male","No","Yes","No","90037","US"
"0376-YMCJC","Male","No","No","No","93230","US"
"0377-JBKKT","Male","No","Yes","Yes","94080","US"
"0378-CJKPV","Female","No","Yes","No","94538","US"
"0378-NHQXU","Female","No","Yes","Yes","33157","US"
"0378-TOVMS","Female","No","No","No","98012","US"
"0378-XSZPU","Male","No","Yes","No","78596","US"
"0379-DJQHR","Male","No","Yes","Yes","33015","US"
"0380-NEAVX","Male","Yes","No","No","11213","US"
"0380-ZCSBI","Male","No","No","No","90022","US"
"0383-CLDDA","Female","No","No","No","95747","US"
"0384-LPITE","Male","No","No","No","77346","US"
"0384-RVBPI","Male","No","No","No","91343","US"
"0386-CWRGM","Female","No","Yes","Yes","78045","US"
"0388-EOPEX","Female","No","Yes","No","30331","US"
"0390-DCFDQ","Female","Yes","Yes","No","77845","US"
"0392-BZIUW","Female","No","Yes","No","92801","US"
"0394-YONDK","Male","No","Yes","Yes","84015","US"
"0396-HUJBP","Female","No","No","No","92677","US"
"0396-UKGAI","Male","No","No","Yes","95127","US"
"0396-YCHWO","Male","No","Yes","No","10977","US"
"0397-GZBBC","Male","Yes","Yes","No","75068","US"
"0397-ZXWQF","Male","No","No","No","37075","US"
"0401-WDBXM","Male","No","Yes","Yes","95624","US"
"0402-CQAJN","Female","No","No","No","30047","US"
"0402-OAMEN","Female","No","Yes","Yes","94541","US"
"0404-AHASP","Male","No","Yes","No","23462","US"
"0404-SWRVG","Male","No","No","No","95758","US"
"0406-BPDVR","Female","Yes","Yes","No","30062","US"
"0407-BDJKB","Male","No","Yes","No","92201","US"
"0409-WTMPL","Female","No","Yes","No","43123","US"
"0410-IPFTY","Female","No","Yes","No","76179","US"
"0411-EZJZE","Female","No","No","No","30004","US"
"0412-UCCNP","Male","No","No","No","07002","US"
"0415-MOSGF","Female","No","No","No","94015","US"
"0419-YAAPX","Male","No","Yes","No","07305","US"
"0420-BWTPW","Male","No","No","Yes","10027","US"
"0420-HLGXF","Female","Yes","No","No","23322","US"
"0420-TXVSG","Male","No","Yes","No","30188","US"
"0422-OHQHQ","Female","No","Yes","Yes","95020","US"
"0422-UXFAP","Female","No","Yes","No","66061","US"
"0423-UDIJQ","Male","Yes","No","No","91977","US"
"0426-TIRNE","Female","No","No","No","78664","US"
"0428-AXXLJ","Male","No","No","No","11210","US"
"0428-IKYCP","Male","No","Yes","No","19143","US"
"0430-IHCDJ","Male","No","No","No","90019","US"
"0431-APWVY","Female","No","Yes","Yes","84043","US"
"0432-CAJZV","Male","No","No","No","93906","US"
"0434-CSFON","Female","No","Yes","No","92115","US"
"0436-TWFFZ","Female","No","No","No","94513","US"
"0439-IFYUN","Female","Yes","No","No","11434","US"
"0440-EKDCF","Male","No","Yes","No","11432","US"
"0440-MOGPM","Female","No","No","No","92562","US"
"0440-QEXBZ","Female","No","No","No","94806","US"
"0440-UEDAI","Female","No","No","No","32765","US"
"0442-TDYUO","Male","No","Yes","No","60628","US"
"0442-ZXKVS","Female","Yes","Yes","No","95206","US"
"0447-BEMNG","Female","No","Yes","No","17603","US"
"0447-RXSGD","Male","No","No","No","14850","US"
"0454-OKRCT","Male","No","No","No","84404","US"
"0455-ENTCR","Male","No","Yes","No","32218","US"
"0455-XFASS","Female","No","Yes","Yes","07093","US"
"0458-HEUZG","Female","No","No","No","87120","US"
"0459-SPZHJ","Male","No","Yes","Yes","20147","US"
"0461-CVKMU","Female","No","Yes","Yes","92346","US"
"0463-TXOAK","Male","No","No","Yes","20019","US"
"0463-WZZKO","Male","No","No","No","94501","US"
"0463-ZSDNT","Male","No","No","No","43081","US"
"0464-WJTKO","Female","No","Yes","Yes","33463","US"
"0468-YRPXN","Male","No","No","No","44256","US"
"0471-ARVMX","Female","Yes","Yes","No","60651","US"
"0471-LVHGK","Male","No","Yes","No","11717","US"
"0475-RIJEP","Male","No","No","No","02301","US"
"0479-HMSWA","Female","No","No","Yes","08753","US"
"0480-BIXDE","Female","No","Yes","No","11201","US"
"0480-KYJVA","Female","No","Yes","Yes","44035","US"
"0481-SUMCB","Female","Yes","No","No","10032","US"
"0484-FFVBJ","Male","No","No","No","27406","US"
"0484-JPBRU","Male","No","No","No","90042","US"
"0485-ZBSLN","Male","No","Yes","Yes","89121","US"
"0486-HECZI","Male","No","Yes","No","92627","US"
"0486-LGCCH","Male","No","Yes","Yes","89115","US"
"0487-CRLZF","Female","No","No","No","78501","US"
"0487-RPVUM","Male","No","Yes","No","43026","US"
"0487-VVUVK","Male","No","Yes","Yes","20878","US"
"0488-GSLFR","Female","No","No","No","90660","US"
"0489-WMEMG","Female","No","No","Yes","60402","US"
"0491-KAPQG","Male","No","No","No","92404","US"
"0495-RVCBF","Female","No","No","No","91732","US"
"0495-ZBNGW","Male","Yes","Yes","No","91950","US"
"0496-AHOOK","Male","No","Yes","No","11372","US"
"0504-HHAPI","Female","Yes","No","No","33313","US"
"0505-SPOOW","Female","No","Yes","No","46307","US"
"0506-LVNGN","Female","Yes","No","No","90640","US"
"0506-YLVKJ","Male","No","Yes","Yes","91770","US"
"0508-OOLTO","Female","No","Yes","Yes","43055","US"
"0508-SQWPL","Female","No","Yes","Yes","74012","US"
"0511-JTEOY","Female","No","No","No","78574","US"
"0512-FLFDW","Female","Yes","Yes","No","75043","US"
"0513-RBGPE","Male","No","Yes","Yes","28215","US"
"0515-YPMCW","Male","No","No","Yes","10023","US"
"0516-OOHAR","Male","No","Yes","Yes","95608","US"
"0516-QREYC","Female","Yes","No","No","78520","US"
"0516-UXRMT","Female","No","No","No","75040","US"
"0516-VRYBW","Female","No","No","Yes","78228","US"
"0516-WJVXC","Female","No","No","No","40475","US"
"0519-DRGTI","Female","No","Yes","Yes","95112","US"
"0519-XUZJU","Female","No","No","No","92647","US"
"0520-FDVVT","Male","No","No","No","78251","US"
"0523-VNGTF","Female","Yes","No","No","94122","US"
"0524-IAVZO","Female","No","Yes","No","19134","US"
"0526-SXDJP","Male","No","Yes","No","91702","US"
"0529-ONKER","Male","Yes","No","No","32210","US"
"0530-IJVDB","Male","No","No","Yes","78745","US"
"0531-XBKMM","Male","No","No","Yes","95014","US"
"0531-ZZJWQ","Male","Yes","Yes","No","95111","US"
"0533-BNWKF","Female","Yes","Yes","No","38401","US"
"0533-UCAAU","Male","Yes","Yes","No","21740","US"
"0536-ACXIP","Female","No","Yes","No","42101","US"
"0536-BGFMZ","Female","No","Yes","No","32822","US"
"0536-ESJEP","Male","No","Yes","No","91762","US"
"0537-QYZZN","Male","Yes","Yes","Yes","78250","US"
"0541-FITGH","Female","No","Yes","No","78249","US"
"0547-HURJB","Male","No","No","Yes","93312","US"
"0549-CYCQN","Male","Yes","No","No","07047","US"
"0550-DCXLH","Male","No","No","No","10701","US"
"0556-FJEGU","Male","No","No","No","34711","US"
"0557-ASKVU","Female","No","Yes","Yes","60073","US"
"0559-CKHUS","Female","No","Yes","No","43130","US"
"0562-FGDCR","Female","No","Yes","Yes","77373","US"
"0562-HKHML","Male","No","Yes","Yes","91761","US"
"0562-KBDVM","Female","No","No","No","10312","US"
"0564-JJHGS","Male","No","No","No","48180","US"
"0564-MUUQK","Female","No","Yes","Yes","33414","US"
"0565-IYCGT","Male","No","No","No","33064","US"
"0565-JUPYD","Male","No","No","No","32825","US"
"0567-GGCAC","Female","No","No","No","60619","US"
"0567-XRHCU","Female","No","Yes","Yes","33125","US"
"0568-ONFPC","Male","No","Yes","Yes","77072","US"
"0570-BFQHT","Female","No","No","No","20874","US"
"0572-ZJKLT","Female","No","Yes","Yes","21122","US"
"0575-CUQOV","Male","Yes","Yes","No","28078","US"
"0576-WNXXC","Male","Yes","Yes","No","02148","US"
"0577-WHMEV","Female","No","Yes","No","60609","US"
"0578-SKVMF","Female","No","Yes","Yes","78240","US"
"0580-PIQHM","Female","No","Yes","Yes","29072","US"
"0581-BXBUB","Female","Yes","No","No","98682","US"
"0581-MDMPW","Female","No","No","No","92707","US"
"0582-AVCLN","Female","No","No","No","92570","US"
"0584-BJQGZ","Female","No","No","No","89123","US"
"0585-EGDDA","Male","No","Yes","No","33027","US"
"0587-DMGBH","Female","No","No","No","75150","US"
"0594-UFTUL","Male","No","Yes","Yes","90731","US"
"0595-ITUDF","Male","No","Yes","Yes","75056","US"
"0596-BQCEQ","Female","No","Yes","Yes","90004","US"
"0599-XNYDO","Female","No","Yes","No","37129","US"
"0601-WZHJF","Male","No","Yes","No","93905","US"
"0602-DDUML","Female","No","No","No","78753","US"
"0603-OLQDC","Male","No","No","Yes","92057","US"
"0603-TPMIB","Female","No","Yes","Yes","76137","US"
"0604-THJFP","Female","No","Yes","Yes","29681","US"
"0607-DAAHE","Male","No","No","Yes","06010","US"
"0607-MVMGC","Male","No","Yes","Yes","77521","US"
"0608-JDVEC","Male","No","Yes","No","44060","US"
"0611-DFXKO","Male","No","Yes","No","76010","US"
"0612-RTZZA","Female","Yes","No","No","29485","US"
"0613-WUXUM","Female","No","Yes","Yes","53215","US"
"0616-ATFGB","Male","Yes","Yes","No","77407","US"
"0617-AQNWT","Female","No","Yes","No","92324","US"
"0617-FHSGK","Male","No","No","Yes","75227","US"
"0618-XWMSS","Male","No","No","Yes","92504","US"
"0619-OLYUR","Male","No","Yes","No","95051","US"
"0620-DLSLK","Female","No","No","No","90001","US"
"0620-XEFWH","Male","No","Yes","Yes","02360","US"
"0621-CXBKL","Female","No","No","No","30263","US"
"0621-HJWXJ","Female","No","Yes","No","30058","US"
"0621-JFHOL","Female","No","No","No","92020","US"
"0621-TSSMU","Male","No","Yes","No","02155","US"
"0621-TWIEM","Male","No","No","No","80634","US"
"0623-EJQEG","Male","No","No","No","19720","US"
"0623-GDISB","Female","No","No","No","79924","US"
"0623-IIHUG","Female","Yes","No","No","95355","US"
"0625-AFOHS","Female","No","Yes","Yes","30906","US"
"0626-QXNGV","Female","No","Yes","No","11435","US"
"0628-CNQRM","Male","No","Yes","Yes","77077","US"
"0634-SZPQA","Female","No","No","No","10031","US"
"0635-WKOLD","Male","No","Yes","No","10473","US"
"0637-KVDLV","Male","No","No","No","90006","US"
"0637-UBJRP","Male","No","Yes","Yes","28173","US"
"0637-YLETY","Female","No","No","No","30101","US"
"0639-TSIQW","Female","No","No","No","37167","US"
"0640-YJTPY","Male","No","Yes","Yes","73160","US"
"0641-EVBOJ","Male","No","No","No","92780","US"
"0643-OKLRP","Female","Yes","Yes","No","10460","US"
"0644-OQMDK","Male","Yes","No","No","92630","US"
"0650-BWOZN","Female","Yes","No","No","32244","US"
"0654-HMSHN","Male","No","Yes","Yes","22003","US"
"0654-PQKDW","Female","No","Yes","Yes","77840","US"
"0655-RBDUG","Male","No","No","No","29445","US"
"0655-YDGFJ","Male","No","No","No","22030","US"
"0657-DOGUM","Female","No","Yes","No","21117","US"
"0661-KBKPA","Male","No","Yes","Yes","32808","US"
"0661-KQHNK","Female","No","Yes","Yes","60016","US"
"0661-WCQNQ","Male","No","Yes","No","93291","US"
"0661-XEYAN","Female","Yes","No","No","27858","US"
"0665-XHDJU","Male","No","Yes","No","90066","US"
"0666-UXTJO","Male","Yes","Yes","No","92507","US"
"0667-NSRGI","Female","No","Yes","No","43230","US"
"0668-OGMHD","Female","No","Yes","No","78254","US"
"0670-ANMUU","Male","No","No","No","33142","US"
"0670-KDOMA","Female","No","No","No","29732","US"
"0673-IGUQO","Male","No","No","No","23452","US"
"0674-DGMAQ","Male","Yes","Yes","No","37064","US"
"0674-EYYZV","Female","No","No","No","23454","US"
"0674-GCDXG","Male","No","No","No","33511","US"
"0675-NCDYU","Female","No","Yes","Yes","28314","US"
"0678-RLHVP","Female","No","No","No","22407","US"
"0679-IDSTG","Female","Yes","Yes","Yes","31419","US"
"0679-TDGAK","Male","No","Yes","Yes","78640","US"
"0680-DFNNY","Male","No","Yes","No","55106","US"
"0682-USIXD","Female","No","Yes","No","72401","US"
"0684-AOSIH","Male","No","Yes","No","95828","US"
"0685-MLYYM","Female","Yes","No","No","33458","US"
"0687-ZVTHB","Male","No","Yes","Yes","22192","US"
"0689-DSXGL","Female","No","Yes","Yes","60638","US"
"0689-NKYLF","Male","No","No","No","10128","US"
"0690-SRQID","Male","No","No","No","93117","US"
"0691-IFBQW","Female","Yes","No","No","93309","US"
"0691-JVSYA","Female","No","Yes","No","33033","US"
"0691-NIKRI","Female","No","No","No","93030","US"
"0696-UKTOX","Male","No","No","Yes","92113","US"
"0697-ZMSWS","Male","No","No","No","77396","US"
"0699-NDKJM","Female","No","Yes","No","92392","US"
"0701-RFGFI","Female","No","Yes","Yes","90813","US"
"0701-TJSEF","Male","No","No","No","10033","US"
"0702-PGIBZ","Male","No","No","Yes","37122","US"
"0704-VCUMB","Female","No","Yes","No","10009","US"
"0707-HOVVN","Female","Yes","No","No","21215","US"
"0708-LGSMF","Male","No","Yes","No","32818","US"
"0708-SJDIS","Female","No","No","No","92530","US"
"0709-TVGUR","Female","Yes","No","No","33065","US"
"0716-BQNDX","Male","Yes","No","No","98208","US"
"0719-SYFRB","Female","No","No","No","78681","US"
"0722-SVSFK","Female","No","No","No","87105","US"
"0722-TROQR","Female","Yes","No","No","65807","US"
"0723-DRCLG","Female","Yes","Yes","No","10024","US"
"0723-FDLAY","Male","No","No","No","19149","US"
"0723-VSOBE","Female","Yes","No","No","31907","US"
"0725-CXOTM","Female","No","No","No","11216","US"
"0727-BMPLR","Female","Yes","No","No","48044","US"
"0727-BNRLG","Male","No","No","No","92071","US"
"0727-IWKVK","Male","No","Yes","No","11550","US"
"0730-BGQGF","Male","No","Yes","Yes","92571","US"
"0730-KOAVE","Male","No","No","No","23320","US"
"0731-EBJQB","Female","No","Yes","Yes","60411","US"
"0732-OCQOC","Female","No","Yes","Yes","08901","US"
"0733-VUNUW","Male","No","No","No","33177","US"
"0734-OXWBT","Male","No","No","Yes","70726","US"
"0739-UUAJR","Female","No","Yes","Yes","22554","US"
"0742-LAFQK","Male","No","Yes","No","77386","US"
"0742-MOABM","Male","No","Yes","No","78504","US"
"0742-NXBGR","Female","No","No","No","65203","US"
"0743-HNPFG","Female","No","Yes","Yes","28227","US"
"0743-HRVFF","Female","No","Yes","Yes","32068","US"
"0744-BIKKF","Male","No","No","No","94109","US"
"0744-GKNGE","Female","No","Yes","Yes","72712","US"
"0746-JTRFU","Male","No","No","No","27834","US"
"0748-RDGGM","Male","No","Yes","No","93458","US"
"0749-IRGQE","Female","Yes","Yes","No","79928","US"
"0750-EBAIU","Male","No","No","No","78852","US"
